ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
735,ANA,Michael,Sgarbossa,77,23,7/25/92,Campbellville,ON,CAN,72,186,L,,,,,C,1,0,0,0,0,0,0,0,0,0.00,501,8.4,38.5,13,13,0,0,2,2,0.5,1,7.2,0,0,2,14.4,0,0,0,0,0,0,0,0,0,0,2,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,0.605,0.605,0.036,0
738,CHI,Andrew,Shaw,65,24,7/20/91,Belleville,ON,CAN,71,179,R,2011,5,139,,RW,78,14,20,8,34,11,153,58,64,0.09,68567,14.7,44.5,1541,19.8,94,4.9,146,168,0.465,190,10,148,7.8,21,1.1,23,1.2,21,1.1,69,27,3,0,0,0,241,,, ,1,0,2,2,3,1,2,0,1,0,7,1,1,1,25.4,2,1,3,52,23,3,10,17,7,3,90,1,2,3,Upper body,,,,186,2.5,2,2,0
740,DET,Riley,Sheahan,15,24,12/7/91,St. Catharines,ON,CAN,75,222,L,2010,1,21,,C,81,14,11,5,25,-8,128,38,33,0.11,74022,15.2,41.1,1800,22.2,75,3.6,358,424,0.458,91,4.4,72,3.5,40,1.9,21,1,20,1,12,6,0,0,0,0,124,1,1,1,2,0,2,0,2,0,0,5,2,0,5,0,0,0,27.3,1,0,11,26,12,6,5,32,7,0,66,4,2,0,Illness,,,,186,1.05,0.95,0.95,0
743,DAL,Devin,Shore,17,21,7/19/94,Ajax,ON,CAN,73,205,L,2012,2,61,Y,C,3,0,0,0,0,2,1,0,1,0.00,2181,12.1,43.6,50,16.7,0,0,0,1,0,4,6.6,2,3.3,0,0,1,1.7,0,0,0,0,0,0,0,0,2,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,10,0.818,0.87,0.047,0
749,PHI,Wayne,Simmonds,17,27,8/26/88,Scarborough,ON,CAN,74,185,R,2007,2,61,,RW,81,32,28,18,60,-7,229,89,75,0.14,83758,17.2,45.7,1831,22.6,176,7.6,5,2,0.714,110,4.7,192,8.3,44,1.9,31,1.3,25,1.1,147,31,5,4,1,1,388,5,1,0.2,3,0,5,3,1,3,0,7,7,0,14,0,0,0,27.4,0,3,11,75,31,10,6,41,17,4,120,5,5,3,,,,,186,3.8,3.975,3.975,0
754,CAR,Jeff,Skinner,53,23,5/16/92,Toronto,ON,CAN,71,200,L,2010,1,7,,LW,82,28,23,20,51,-2,258,80,97,0.11,80129,16.3,46.8,1711,20.9,218,9.8,20,27,0.426,86,3.9,21,0.9,17,0.8,43,1.9,77,3.5,38,13,0,1,0,0,76,3,0,0,6,1,7,1,2,1,1,4,5,0,15,0,1,1,25.9,1,4,6,69,30,4,40,60,10,4,110,6,6,5,,,,,186,6,5.725,5.725,0
760,DET,Brendan,Smith,2,26,2/8/89,Mimico,ON,CAN,74,211,L,2007,1,27,,D,63,3,12,6,15,1,82,33,57,0.04,66540,17.6,42,1586,25.2,77,4.2,0,0,0,107,5.8,94,5.1,42,2.3,35,1.9,10,0.5,62,26,2,0,0,0,200,,, ,1,0,0,0,0,0,1,0,0,0,2,0,0,0,50.4,1,1,2,29,0,0,45,4,0,0,33,0,2,0,Illness,,,,186,2.25,2.75,2.75,0
762,FLA,Reilly,Smith,18,24,4/1/91,Toronto,ON,CAN,72,185,L,2009,3,69,,RW,82,25,25,17,50,19,173,58,68,0.15,91566,18.6,46.8,1957,23.9,136,5.3,0,2,0,120,4.7,85,3.3,39,1.5,31,1.2,51,2,31,8,1,1,0,0,156,1,0,0,6,0,3,3,2,1,4,8,3,0,7,0,1,1,28.8,0,5,6,47,19,1,29,32,16,1,75,4,1,5,,,,,186,3.35,3.425,3.425,0
764,NJD,Devante,Smith-Pelly,25,23,6/14/92,Scarborough,ON,CAN,72,214,R,2010,2,42,,RW,64,14,11,5,25,-3,94,31,25,0.15,47203,12.3,40.6,1162,18.2,48,3.7,2,3,0.4,98,7.5,105,8,23,1.8,18,1.4,7,0.5,30,15,0,0,0,0,158,,, ,2,0,5,0,4,0,1,2,3,0,4,0,0,0,30.6,0,0,1,30,12,4,3,13,7,0,55,2,1,0,Lower body,,,,186,0.8,0.8,0.8,0
767,SJS,Nick,Spaling,16,27,9/19/88,Palmerston,ON,CAN,73,198,L,2007,2,58,,C,58,3,10,3,13,-2,53,24,31,0.06,49684,14.3,39.7,1250,21.6,40,2.9,309,292,0.514,54,3.9,65,4.7,45,3.3,13,0.9,31,2.2,24,11,0,0,0,0,134,,, ,1,0,0,0,0,0,0,1,1,0,1,0,0,0,25,1,0,3,20,5,4,2,6,3,0,33,0,0,0,Upper body,Undisclosed,,,324,2.2,2.2,3.833,0
768,DAL,Jason,Spezza,90,32,6/13/83,Toronto,ON,CAN,75,220,R,2001,1,2,,C,75,33,30,18,63,4,202,86,103,0.16,74340,16.5,45.5,1635,21.8,161,7.8,538,443,0.548,35,1.7,9,0.4,20,1,62,3,45,2.2,22,11,0,0,0,0,51,2,1,0.5,9,0,7,2,3,0,4,2,4,0,20,0,0,0,31.5,2,4,13,67,13,2,28,21,11,5,122,6,4,6,Illness,Upper body,,,186,7.5,7.5,7.5,0
769,BOS,Ryan,Spooner,51,24,1/30/92,Ottawa,ON,CAN,70,184,L,2010,2,45,,C,80,13,36,29,49,-9,162,55,58,0.08,72677,15.1,47.2,1539,19.2,309,15.3,304,407,0.428,58,2.9,53,2.6,19,0.9,35,1.7,25,1.2,35,10,1,0,1,0,108,4,3,0.75,3,0,4,1,2,0,1,1,0,0,9,0,0,0,33.6,1,4,5,45,17,1,14,23,5,1,101,4,4,1,Undisclosed,Illness,,,186,0.8,0.95,0.95,0
772,NYR,Eric,Staal,12,31,10/29/84,Thunder Bay,ON,CAN,76,205,L,2003,1,2,,C,83,13,26,16,39,-2,199,98,81,0.07,92406,18.6,46.5,1986,23.9,188,7.3,446,396,0.53,107,4.2,74,2.9,33,1.3,39,1.5,62,2.4,34,17,0,0,0,0,141,1,0,0,4,0,0,1,2,0,1,3,1,0,6,0,0,0,23.2,0,4,9,85,27,6,19,38,8,10,91,3,4,2,,,,,228,9.5,8.25,8.249,0
773,CAR,Jordan,Staal,11,27,9/10/88,Thunder Bay,ON,CAN,76,220,L,2006,1,2,,C,82,20,28,20,48,6,151,66,54,0.13,90039,18.3,42.8,2104,25.7,213,8.5,806,589,0.578,117,4.7,165,6.6,31,1.2,50,2,55,2.2,34,17,0,0,0,0,230,,, ,5,3,4,1,1,2,0,6,1,0,10,0,0,0,24.9,2,2,2,60,18,8,3,41,12,2,67,4,4,3,,,,,186,6,6,6,0
774,NYR,Marc,Staal,18,29,1/13/87,Thunder Bay,ON,CAN,76,207,L,2005,1,12,,D,77,2,13,5,15,2,65,28,52,0.03,90918,19.7,43.3,2102,27.3,64,2.5,1,3,0.25,126,5,65,2.6,120,4.8,49,1.9,20,0.8,36,18,0,0,0,0,221,,, ,2,0,1,0,0,0,0,1,1,0,0,0,0,0,55.4,0,1,3,24,2,0,16,10,4,0,33,0,0,1,Back,Illness,Lower body,,186,7,5.7,5.7,0
776,CGY,Matt,Stajan,18,32,12/19/83,Mississauga,ON,CAN,73,195,L,2002,2,57,,C,80,6,11,8,17,-4,58,24,29,0.10,60948,12.7,39,1564,19.6,101,6,373,415,0.473,60,3.5,77,4.5,45,2.7,34,2,34,2,52,16,0,2,0,0,174,,, ,2,0,0,0,1,1,0,0,1,0,3,0,0,0,29.7,0,2,2,20,6,2,12,9,5,1,23,0,1,1,Undisclosed,,,,186,3.875,3.25,3.125,0
778,TBL,Steven,Stamkos,91,26,2/7/90,Markham,ON,CAN,73,194,R,2008,1,1,,C,77,36,28,17,64,3,216,95,93,0.17,91266,19.8,52.6,1736,22.5,136,5.4,463,464,0.499,81,3.2,109,4.3,35,1.4,45,1.8,45,1.8,38,19,0,0,0,0,182,1,1,1,5,0,8,2,3,1,11,3,1,0,17,1,3,3,33,2,5,19,69,17,2,68,28,10,0,91,4,9,5,Blood clots,,,,186,5.5,7.5,7.5,0
785,ANA,Chris,Stewart,29,28,10/30/87,Toronto,ON,CAN,74,231,R,2006,1,18,,RW,56,8,12,9,20,2,78,32,23,0.10,36271,10.8,43.9,827,14.8,89,8.8,3,6,0.333,56,5.6,72,7.1,10,1,20,2,12,1.2,73,13,7,1,0,0,162,1,1,1,2,0,1,0,0,1,0,0,4,0,3,1,1,1,27.9,0,1,5,26,13,1,8,5,10,2,39,1,0,0,Jaw,,,,186,1.7,1.7,1.7,0
795,NYI,Ryan,Strome,18,22,7/11/93,Mississauga,ON,CAN,73,199,R,2011,1,5,,RW,71,8,20,11,28,-9,132,44,44,0.06,66702,15.7,47.5,1404,19.8,140,7.6,39,56,0.411,57,3.1,77,4.2,19,1,38,2.1,35,1.9,28,14,0,0,0,0,124,,, ,3,0,0,1,1,0,0,4,0,0,3,0,0,0,33.2,0,0,8,36,12,0,9,26,4,0,81,0,2,2,Upper body,Illness,,,166,0.833,0.863,1.529,0.85
798,MTL,P.K.,Subban,76,26,5/13/89,Toronto,ON,CAN,72,210,R,2007,2,43,,D,68,6,45,22,51,4,176,72,130,0.03,107558,26.4,56,1922,28.3,191,6.4,0,0,0,125,4.2,102,3.4,80,2.7,106,3.5,23,0.8,75,30,1,1,0,0,258,,, ,1,0,0,0,0,0,6,0,0,0,0,0,0,0,63.8,3,2,9,58,4,1,100,9,0,0,62,2,0,6,Neck,,,,186,7,9,9,0
807,WPG,Brandon,Tanev,13,24,12/31/91,TORONTO,ON,CAN,72,180,L,,,,Y,LW,3,0,0,0,0,0,4,2,0,0.00,2168,12,38.7,56,18.7,0,0,0,0,0,0,0,7,11.6,2,3.3,0,0,0,0,2,1,0,0,0,0,11,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,2,0,0,0,0,0,1,3,0,0,0,,,,,0,0,0,0,0
808,VAN,Christopher,Tanev,8,26,12/20/89,Toronto,ON,CAN,74,185,R,,,,,D,69,4,14,6,18,-8,42,19,35,0.10,90060,21.8,43.1,2090,30.3,70,2.8,0,0,0,163,6.5,18,0.7,166,6.6,39,1.6,14,0.6,8,4,0,0,0,0,192,,, ,1,0,0,1,0,1,1,0,0,0,2,0,0,0,52.7,0,1,1,17,0,1,18,3,0,0,20,1,1,2,Undisclosed,Upper body,Lower body,,186,3.5,4.45,4.45,0
814,NYI,John,Tavares,91,25,9/20/90,Mississauga,ON,CAN,73,211,L,2009,1,1,,C,78,33,37,31,70,6,250,83,124,0.13,93574,20,53.7,1744,22.4,290,11.2,741,629,0.541,83,3.2,51,2,29,1.1,82,3.2,69,2.7,38,14,0,0,1,0,118,7,1,0.14,7,0,5,4,3,0,2,4,1,0,23,0,1,1,26.6,2,4,3,74,27,2,25,27,17,2,150,9,6,2,Illness,,,,186,6,5.5,5.5,0
817,CAR,Chris,Terry,25,26,4/7/89,Brampton,ON,CAN,70,195,L,2007,5,132,,LW,68,8,3,2,11,-12,78,34,39,0.10,46001,11.3,42.2,1089,16,33,2.6,1,8,0.111,82,6.4,82,6.4,21,1.6,20,1.6,21,1.6,16,8,0,0,0,0,119,4,0,0,1,0,0,0,4,0,0,2,1,0,1,0,0,0,30.8,1,0,2,31,12,1,5,33,4,1,22,0,0,1,,,,,186,0.875,0.875,0.875,0
819,ARI,Christian,Thomas,38,23,5/26/92,Toronto,ON,CAN,69,175,R,2010,2,40,Y,LW,6,0,2,2,2,1,9,0,3,0.00,3218,8.9,38.3,84,14,29,32.4,0,0,0,9,10.1,5,5.6,1,1.1,1,1.1,1,1.1,2,1,0,0,0,0,8,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,2,0,0,7,0,0,0,,,,,19,0.6,0.6,0.062,0
822,WPG,Chris,Thorburn,22,32,6/3/83,Sault Ste. Marie,ON,CAN,75,235,R,2001,2,50,,RW,82,6,6,4,12,-1,70,23,21,0.09,49797,10.1,38.7,1288,15.7,60,4.3,68,54,0.557,77,5.6,146,10.6,32,2.3,18,1.3,11,0.8,81,18,7,0,1,0,266,,, ,0,0,2,0,1,0,1,1,0,0,3,0,0,0,26.9,1,0,2,20,22,2,9,9,5,0,23,2,0,0,,,,,186,1.2,1.2,1.2,0
823,SJS,Joe,Thornton,19,36,7/2/79,London,ON,CAN,76,220,L,1997,1,1,,C,82,19,63,34,82,25,121,49,41,0.16,90343,18.4,46,1962,23.9,253,10.1,399,354,0.53,63,2.5,48,1.9,30,1.2,98,3.9,69,2.7,54,22,0,1,0,0,132,,, ,6,0,6,2,3,1,1,2,2,0,10,0,0,0,34,1,6,9,33,12,5,26,10,5,0,63,4,6,2,,,,,186,6.75,6.75,6.75,0
824,FLA,Shawn,Thornton,22,38,7/23/77,Oshawa,ON,CAN,74,217,R,1997,7,190,,LW,50,1,4,4,5,-2,58,19,11,0.02,26067,8.7,44,593,11.9,89,12.3,6,7,0.462,20,2.8,73,10.1,2,0.3,4,0.6,9,1.2,80,15,6,2,0,0,161,,, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,19,3,1,18,5,1,0,30,0,0,0,,,,,186,1.2,1.2,1.2,0
825,SJS,Chris,Tierney,50,21,7/1/94,Keswick,ON,CAN,72,195,L,2012,2,55,,C,79,7,13,10,20,-16,96,30,18,0.07,62531,13.2,40.2,1556,19.7,167,9.6,368,437,0.457,72,4.1,24,1.4,39,2.2,40,2.3,31,1.8,20,10,0,0,0,0,83,,, ,1,0,2,2,1,0,1,0,1,0,4,0,1,1,24.5,0,2,1,27,15,1,4,8,5,8,55,0,1,1,Undisclosed,,,,179,0.792,0.712,0.861,0.133
830,LAK,Tyler,Toffoli,73,23,4/24/92,Scarborough,ON,CAN,73,200,R,2010,2,47,,C,82,31,27,16,58,35,213,102,98,0.15,85179,17.3,45.8,1861,22.7,99,4.2,0,4,0,90,3.8,70,3,19,0.8,38,1.6,32,1.4,20,10,0,0,0,0,109,3,0,0,11,0,4,1,2,1,2,4,3,0,19,0,1,1,30,1,4,13,84,21,2,24,42,12,1,111,4,3,4,,,,,186,2.6,3.25,3.25,0
846,OTT,Phil,Varone,22,25,12/4/90,Vaughan,ON,CAN,70,193,L,2009,5,147,,C,6,1,2,2,3,2,2,0,1,0.50,3063,8.5,38.3,80,13.3,6,7.1,10,8,0.556,1,1.2,4,4.7,6,7.1,0,0,1,1.2,2,1,0,0,0,0,12,,, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,,,,13,0.6,0.6,0.042,0
859,SJS,Joel,Ward,42,35,12/2/80,North York,ON,CAN,73,226,R,,,,,RW,79,21,22,14,43,-15,138,58,36,0.15,80452,17,43.9,1831,23.2,147,6.6,237,256,0.481,86,3.8,68,3,53,2.4,51,2.3,41,1.8,28,14,0,0,0,0,149,,, ,3,0,3,2,3,1,5,3,1,0,8,0,0,0,24.2,0,1,5,52,10,5,25,15,18,4,61,2,2,2,Undisclosed,Upper body,,,186,3.275,3.275,3.275,0
867,STL,Jeremy,Welsh,46,27,4/30/88,Bayfield,ON,CAN,75,210,L,,,,,C,2,0,0,0,0,0,0,0,1,0.00,997,8.3,38.3,26,13,0,0,1,2,0.333,4,14.4,4,14.4,0,0,0,0,1,3.6,2,1,0,0,0,0,6,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,0.575,0.575,0.019,0
872,CGY,Dennis,Wideman,6,32,3/20/83,Kitchener,ON,CAN,72,202,R,2002,8,241,,D,51,2,17,8,19,-9,75,39,72,0.03,63082,20.6,46.3,1363,26.7,74,4.2,0,0,0,64,3.7,37,2.1,77,4.4,37,2.1,14,0.8,30,9,2,0,0,0,146,,, ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,49.7,0,2,8,29,1,0,39,5,0,0,30,0,1,1,Arm,,,,186,5.25,5.25,5.25,0
874,WSH,Justin,Williams,14,34,10/4/81,Cobourg,ON,CAN,73,186,R,2000,1,28,,RW,82,22,30,15,52,15,201,66,58,0.11,81932,16.7,48.2,1701,20.7,134,5.9,57,52,0.523,130,5.7,32,1.4,43,1.9,48,2.1,37,1.6,36,18,0,0,0,0,111,,, ,8,1,3,1,1,0,3,2,7,0,9,0,0,0,30.2,1,1,6,58,14,2,27,16,22,2,118,3,3,1,,,,,186,3.25,3.25,3.25,0
876,FLA,Garrett,Wilson,28,24,3/16/91,Barrie,ON,CAN,74,199,L,2009,4,107,Y,LW,29,0,0,0,0,-3,28,10,8,0.00,16308,9.4,44,371,12.8,0,0,0,1,0,40,8.8,75,16.6,4,0.9,2,0.4,2,0.4,24,7,2,0,0,0,105,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,1,1,8,6,0,2,5,2,3,10,0,0,0,,,,,84,0.675,0.675,0.305,0
877,PIT,Scott,Wilson,23,23,4/24/92,Oakville,ON,CAN,71,183,L,2011,7,209,Y,LW,24,5,1,1,6,0,39,10,10,0.13,15387,10.7,43.7,352,14.7,24,5.6,0,0,0,48,11.2,38,8.9,6,1.4,5,1.2,5,1.2,12,1,2,0,0,0,58,,, ,0,0,1,0,0,0,0,2,1,0,2,0,0,0,29.4,0,0,1,9,3,0,2,7,1,1,25,0,1,1,Lower body,,,,88,0.667,0.655,0.292,0.258
878,WSH,Tom,Wilson,43,21,3/29/94,Toronto,ON,CAN,76,215,R,2012,1,16,,RW,82,7,16,13,23,3,99,40,50,0.07,63531,12.9,43.8,1450,17.7,134,7.6,8,6,0.571,144,8.2,253,14.3,48,2.7,21,1.2,16,0.9,163,44,9,1,1,1,473,,, ,1,0,1,0,2,0,1,1,1,0,2,0,0,0,31.2,0,6,2,32,8,1,9,9,10,1,61,1,1,0,,,,,186,0.833,0.894,1.294,0.6
880,WSH,Daniel,Winnik,26,30,3/6/85,Toronto,ON,CAN,74,203,L,2004,9,265,,LW,76,6,13,7,19,4,101,30,35,0.06,62544,13.7,41.7,1500,19.7,82,4.7,8,12,0.4,121,7,53,3.1,46,2.6,9,0.5,35,2,38,14,0,1,0,0,137,,, ,1,0,0,0,1,0,0,1,1,0,3,0,0,0,33.2,1,1,1,27,12,0,6,12,7,1,63,0,2,0,Undisclosed,Lower body,,,186,2.7,2.25,2.25,0
895,ANA,Harry,Zolnierczyk,41,28,9/1/87,Toronto,ON,CAN,71,180,L,,,,,C,1,0,0,0,0,-1,1,0,0,0.00,528,8.8,37.7,14,14,0,0,0,0,0,1,6.8,3,20.5,0,0,0,0,0,0,0,0,0,0,0,0,3,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,28,0.6,0.6,0.09,0
27,VAN,Matt,Bartkowski,44,27,6/4/88,Pittsburgh,PA,USA,73,196,L,2008,7,190,,D,80,6,12,5,18,-19,85,37,76,0.07,89372,18.6,44,2033,25.4,44,1.8,0,0,0,73,2.9,141,5.7,42,1.7,49,2,18,0.7,50,25,0,0,0,0,233,,, ,0,0,0,1,0,0,2,1,0,0,3,0,0,0,51.3,0,0,2,35,5,0,28,10,0,0,42,1,1,1,Illness,,,,186,1.75,1.75,1.75,0
309,COL,Nate,Guenin,5,33,12/10/82,Aliquippa,PA,USA,75,207,R,2002,4,127,,D,29,0,0,0,0,2,10,6,10,0.00,22725,13.1,39.3,578,19.9,0,0,0,0,0,29,4.6,15,2.4,33,5.2,6,1,2,0.3,2,1,0,0,0,0,50,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,1,5,0,0,6,1,0,0,3,0,0,0,,,,,134,0.85,0.8,0.576,0
377,DAL,Stephen,Johns,28,23,4/18/92,Ellwood City,PA,USA,76,225,R,2010,2,60,Y,D,14,1,2,0,3,-6,13,10,7,0.08,14977,17.8,45.8,327,23.4,0,0,0,0,0,26,6.2,55,13.2,21,5,11,2.6,6,1.4,6,3,0,0,0,0,82,,, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.8,0,1,2,7,0,0,9,2,0,0,2,0,0,0,,,,,32,0.8,0.8,0.172,0.3
589,NJD,Brian,O'Neill,18,27,6/1/88,Yardley,PA,USA,69,175,L,,,,,RW,22,0,2,1,2,-3,14,4,6,0.00,13677,10.4,40.6,337,15.3,24,6.3,2,4,0.333,29,7.6,36,9.5,9,2.4,3,0.8,4,1.1,8,4,0,0,0,0,53,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,1,0,3,0,0,1,4,1,1,7,0,0,0,,,,,109,0.575,0.563,0.33,0
701,CBJ,Brandon,Saad,20,23,10/27/92,Pittsburgh,PA,USA,73,202,L,2011,2,43,,LW,78,31,22,11,53,1,233,79,84,0.13,80582,17.2,45.7,1762,22.6,102,4.6,19,15,0.559,49,2.2,43,1.9,25,1.1,31,1.4,33,1.5,14,7,0,0,0,0,82,1,0,0,4,0,7,3,6,1,1,14,2,0,7,0,0,0,26.4,2,2,8,67,42,4,12,92,10,5,68,5,3,2,Upper body,Illness,,,186,4,6,6,0
809,DET,Eric,Tangradi,49,26,2/10/89,Philadelphia,PA,USA,76,221,L,2007,2,42,,LW,1,0,0,0,0,0,0,0,0,0.00,415,6.9,34.6,12,12,0,0,0,1,0,1,8.7,1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,0.575,0.575,0.012,0
833,FLA,Vincent,Trocheck,21,22,7/11/93,Pittsburgh,PA,USA,70,182,R,2011,3,64,,C,76,25,28,17,53,15,174,65,60,0.14,81032,17.8,50.1,1618,21.3,167,7.4,547,559,0.495,155,6.9,125,5.6,41,1.8,33,1.5,43,1.9,44,22,0,0,0,0,210,5,1,0.2,5,0,4,1,2,1,1,5,3,0,13,0,0,0,26.3,0,5,8,52,18,2,26,30,10,8,81,6,1,4,Foot,,,,186,0.6,0.662,0.894,0.233
839,PHI,R.J.,Umberger,20,33,5/3/82,Pittsburgh,PA,USA,74,214,L,2001,1,16,,C,39,2,9,8,11,1,48,12,12,0.04,23771,10.2,40.8,583,14.9,85,12.9,2,3,0.4,46,7,59,8.9,15,2.3,7,1.1,4,0.6,15,4,1,0,0,0,90,,, ,1,0,0,0,1,0,0,0,0,0,1,0,0,0,29.5,0,0,1,11,5,1,4,9,0,1,28,1,0,1,Lower body,Upper body,,,186,4.5,4.6,4.6,0
863,WSH,Mike,Weber,6,28,12/16/87,Pittsburgh,PA,USA,74,217,L,2006,2,57,,D,45,1,4,3,5,2,40,15,22,0.03,41797,15.5,42.3,987,21.9,51,4.4,0,0,0,35,3,108,9.3,61,5.3,22,1.9,2,0.2,60,15,4,1,0,0,233,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.7,0,0,0,15,1,0,6,6,1,0,26,0,0,0,Lower body,Undisclosed,,,233,2,1.667,1.877,0
207,MTL,Morgan,Ellis,85,23,4/30/92,Summerside,PE,CAN,73,211,R,2010,4,117,Y,D,3,0,0,0,0,0,3,1,3,0.00,1612,9,40.3,40,13.3,0,0,0,0,0,5,11.2,1,2.2,2,4.5,2,4.5,0,0,2,1,0,0,0,0,5,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,0,0,3,0,0,0,0,0,0,0,,,,,9,0.632,0.632,0.031,0
284,COL,Brandon,Gormley,46,23,2/18/92,Murray River,PE,CAN,74,196,L,2010,1,13,,D,26,0,1,0,1,-3,11,10,11,0.00,18994,12.2,39.2,485,18.7,0,0,0,0,0,30,5.7,18,3.4,19,3.6,12,2.3,5,0.9,8,4,0,0,0,0,45,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,0,0,0,10,1,0,2,1,0,0,7,0,0,0,,,,,0,0,0,0,0
381,NYI,Ross,Johnston,52,21,2/18/94,Charlottetown,PE,CAN,77,232,L,,,,Y,LW,1,0,0,0,0,0,0,0,0,0.00,977,16.3,44.4,22,22,0,0,0,0,0,0,0,6,22.1,0,0,0,0,2,7.4,4,2,0,0,0,0,10,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.62,0.667,0,0
528,BOS,Adam,McQuaid,54,29,10/12/86,Charlottetown,PE,CAN,76,212,R,2005,2,55,,D,64,1,8,3,9,6,42,17,48,0.02,69274,18,42.5,1631,25.5,63,3.3,0,0,0,92,4.8,142,7.4,121,6.3,27,1.4,7,0.4,89,27,5,1,0,0,357,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.8,0,0,0,17,1,0,15,6,0,0,20,0,0,1,Upper body,,,,186,3,2.75,2.75,0
601,STL,Steve,Ott,9,33,8/19/82,Summerside,PE,CAN,72,189,L,2000,1,25,,C,21,0,2,1,2,-3,21,6,3,0.00,13757,10.9,38.1,361,17.2,15,3.9,39,31,0.557,15,3.9,34,8.9,5,1.3,1,0.3,3,0.8,34,7,2,1,0,0,75,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,0,0,0,6,3,0,4,0,2,0,12,1,0,0,,,,,186,2.6,2.6,2.6,0
680,DET,Brad,Richards,17,35,5/2/80,Murray Hbr.,PE,CAN,72,199,L,1998,3,64,,C,68,10,18,14,28,4,164,56,87,0.06,60361,14.8,46.4,1302,19.1,131,7.8,124,126,0.496,37,2.2,16,1,12,0.7,22,1.3,15,0.9,8,4,0,0,0,0,36,5,2,0.4,5,0,1,0,0,1,3,2,0,0,4,0,0,0,37.1,1,2,5,48,14,3,37,44,3,0,63,1,1,3,Upper body,,,,372,3,3,4,1
24,MTL,Mark,Barberio,45,25,3/23/90,Montreal,QC,CAN,73,207,L,2008,6,152,,D,30,2,8,2,10,0,32,17,39,0.06,26996,15,46.5,580,19.3,23,3.1,0,0,0,55,7.3,12,1.6,18,2.4,19,2.5,11,1.5,6,3,0,0,0,0,36,,, ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.8,0,2,2,13,2,0,10,3,0,0,17,0,1,2,Concussion,,,,105,0.6,0.6,0.339,0
32,COL,Francois,Beauchemin,32,35,6/4/80,Sorel,QC,CAN,73,208,L,1998,3,75,,D,82,8,26,6,34,-7,127,52,85,0.06,123393,25.1,51.5,2398,29.2,59,1.7,0,0,0,67,2,78,2.3,256,7.5,41,1.2,31,0.9,38,19,0,0,0,0,372,,, ,3,0,2,0,0,0,1,1,1,0,5,0,0,0,57.8,1,3,4,44,0,0,67,10,1,0,49,2,2,4,,,,,186,4.5,4.5,4.5,0
